{'systime': '10:30:00', 'ltime': '无', 'code': 'A', 'number': '0', 'price': '100', 'bidinfo': '上半场'}
{'systime': '10:57:14', 'ltime': '10:30:16', 'code': 'A', 'number': '104568', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:15', 'ltime': '10:30:16', 'code': 'A', 'number': '104574', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:15', 'ltime': '10:30:16', 'code': 'A', 'number': '104574', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:15', 'ltime': '10:30:16', 'code': 'A', 'number': '104574', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:16', 'ltime': '10:30:16', 'code': 'A', 'number': '104583', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:16', 'ltime': '10:30:16', 'code': 'A', 'number': '104583', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:17', 'ltime': '10:30:16', 'code': 'A', 'number': '104588', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:18', 'ltime': '10:30:16', 'code': 'A', 'number': '104594', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:18', 'ltime': '10:30:16', 'code': 'A', 'number': '104594', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:19', 'ltime': '10:30:16', 'code': 'A', 'number': '104605', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:19', 'ltime': '10:30:16', 'code': 'A', 'number': '104605', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:20', 'ltime': '10:30:16', 'code': 'A', 'number': '104613', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:20', 'ltime': '10:30:16', 'code': 'A', 'number': '104613', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:21', 'ltime': '10:30:16', 'code': 'A', 'number': '104618', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:21', 'ltime': '10:30:16', 'code': 'A', 'number': '104618', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:22', 'ltime': '10:30:16', 'code': 'A', 'number': '104624', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:22', 'ltime': '10:30:16', 'code': 'A', 'number': '104624', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:23', 'ltime': '10:30:16', 'code': 'A', 'number': '104633', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:23', 'ltime': '10:30:16', 'code': 'A', 'number': '104633', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:24', 'ltime': '10:30:16', 'code': 'A', 'number': '104642', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:24', 'ltime': '10:30:16', 'code': 'A', 'number': '104642', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:25', 'ltime': '10:30:16', 'code': 'A', 'number': '104648', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:25', 'ltime': '10:30:16', 'code': 'A', 'number': '104648', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:26', 'ltime': '10:30:16', 'code': 'A', 'number': '104654', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:26', 'ltime': '10:30:16', 'code': 'A', 'number': '104654', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:27', 'ltime': '10:30:16', 'code': 'A', 'number': '104660', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:27', 'ltime': '10:30:16', 'code': 'A', 'number': '104660', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:28', 'ltime': '10:30:16', 'code': 'A', 'number': '104668', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:28', 'ltime': '10:30:16', 'code': 'A', 'number': '104668', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:29', 'ltime': '10:30:16', 'code': 'A', 'number': '104676', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:29', 'ltime': '10:30:16', 'code': 'A', 'number': '104676', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:30', 'ltime': '10:30:16', 'code': 'A', 'number': '104681', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:30', 'ltime': '10:30:16', 'code': 'A', 'number': '104681', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:31', 'ltime': '10:30:16', 'code': 'A', 'number': '104683', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:31', 'ltime': '10:30:16', 'code': 'A', 'number': '104683', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:32', 'ltime': '10:30:16', 'code': 'A', 'number': '104692', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:32', 'ltime': '10:30:16', 'code': 'A', 'number': '104692', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:33', 'ltime': '10:30:16', 'code': 'A', 'number': '104698', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:33', 'ltime': '10:30:16', 'code': 'A', 'number': '104698', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:34', 'ltime': '10:30:16', 'code': 'A', 'number': '104704', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:34', 'ltime': '10:30:16', 'code': 'A', 'number': '104704', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:35', 'ltime': '10:30:16', 'code': 'A', 'number': '104710', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:35', 'ltime': '10:30:16', 'code': 'A', 'number': '104710', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:36', 'ltime': '10:30:16', 'code': 'A', 'number': '104715', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:36', 'ltime': '10:30:16', 'code': 'A', 'number': '104715', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:37', 'ltime': '10:30:16', 'code': 'A', 'number': '104719', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:37', 'ltime': '10:30:16', 'code': 'A', 'number': '104719', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:38', 'ltime': '10:30:16', 'code': 'A', 'number': '104730', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:38', 'ltime': '10:30:16', 'code': 'A', 'number': '104730', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:39', 'ltime': '10:30:16', 'code': 'A', 'number': '104735', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:39', 'ltime': '10:30:16', 'code': 'A', 'number': '104735', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:40', 'ltime': '10:30:16', 'code': 'A', 'number': '104741', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:40', 'ltime': '10:30:16', 'code': 'A', 'number': '104741', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:41', 'ltime': '10:30:16', 'code': 'A', 'number': '104747', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:41', 'ltime': '10:30:16', 'code': 'A', 'number': '104747', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:42', 'ltime': '10:30:16', 'code': 'A', 'number': '104755', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:42', 'ltime': '10:30:16', 'code': 'A', 'number': '104755', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:43', 'ltime': '10:30:16', 'code': 'A', 'number': '104761', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:43', 'ltime': '10:30:16', 'code': 'A', 'number': '104761', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:44', 'ltime': '10:30:16', 'code': 'A', 'number': '104769', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:44', 'ltime': '10:30:16', 'code': 'A', 'number': '104769', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:45', 'ltime': '10:30:16', 'code': 'A', 'number': '104775', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:45', 'ltime': '10:30:16', 'code': 'A', 'number': '104775', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:46', 'ltime': '10:30:16', 'code': 'A', 'number': '104782', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:46', 'ltime': '10:30:16', 'code': 'A', 'number': '104782', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:47', 'ltime': '10:30:16', 'code': 'A', 'number': '104789', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:47', 'ltime': '10:30:16', 'code': 'A', 'number': '104789', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:48', 'ltime': '10:30:16', 'code': 'A', 'number': '104795', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:48', 'ltime': '10:30:16', 'code': 'A', 'number': '104795', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:49', 'ltime': '10:30:16', 'code': 'A', 'number': '104800', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:49', 'ltime': '10:30:16', 'code': 'A', 'number': '104800', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:50', 'ltime': '10:30:16', 'code': 'A', 'number': '104806', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:50', 'ltime': '10:30:16', 'code': 'A', 'number': '104806', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:51', 'ltime': '10:30:16', 'code': 'A', 'number': '104809', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:51', 'ltime': '10:30:16', 'code': 'A', 'number': '104809', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:52', 'ltime': '10:30:16', 'code': 'A', 'number': '104817', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:52', 'ltime': '10:30:16', 'code': 'A', 'number': '104817', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:53', 'ltime': '10:30:16', 'code': 'A', 'number': '104825', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:53', 'ltime': '10:30:16', 'code': 'A', 'number': '104825', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:54', 'ltime': '10:30:16', 'code': 'A', 'number': '104837', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:54', 'ltime': '10:30:16', 'code': 'A', 'number': '104837', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:55', 'ltime': '10:30:16', 'code': 'A', 'number': '104844', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:55', 'ltime': '10:30:16', 'code': 'A', 'number': '104844', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:56', 'ltime': '10:30:16', 'code': 'A', 'number': '104849', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:56', 'ltime': '10:30:16', 'code': 'A', 'number': '104849', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:57', 'ltime': '10:30:16', 'code': 'A', 'number': '104853', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:57', 'ltime': '10:30:16', 'code': 'A', 'number': '104853', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:58', 'ltime': '10:30:16', 'code': 'A', 'number': '104856', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:58', 'ltime': '10:30:16', 'code': 'A', 'number': '104856', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:59', 'ltime': '10:30:16', 'code': 'A', 'number': '104868', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:57:59', 'ltime': '10:30:16', 'code': 'A', 'number': '104868', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:00', 'ltime': '10:30:16', 'code': 'A', 'number': '104875', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:00', 'ltime': '10:30:16', 'code': 'A', 'number': '104875', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:01', 'ltime': '10:30:16', 'code': 'A', 'number': '104888', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:01', 'ltime': '10:30:16', 'code': 'A', 'number': '104888', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:02', 'ltime': '10:30:16', 'code': 'A', 'number': '104898', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:02', 'ltime': '10:30:16', 'code': 'A', 'number': '104898', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:03', 'ltime': '10:30:16', 'code': 'A', 'number': '104907', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:03', 'ltime': '10:30:16', 'code': 'A', 'number': '104907', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:04', 'ltime': '10:30:16', 'code': 'A', 'number': '104916', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:04', 'ltime': '10:30:16', 'code': 'A', 'number': '104916', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:05', 'ltime': '10:30:16', 'code': 'A', 'number': '104921', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:05', 'ltime': '10:30:16', 'code': 'A', 'number': '104921', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:06', 'ltime': '10:30:16', 'code': 'A', 'number': '104930', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:06', 'ltime': '10:30:16', 'code': 'A', 'number': '104930', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:07', 'ltime': '10:30:16', 'code': 'A', 'number': '104934', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:07', 'ltime': '10:30:16', 'code': 'A', 'number': '104934', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:08', 'ltime': '10:30:16', 'code': 'A', 'number': '104941', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:08', 'ltime': '10:30:16', 'code': 'A', 'number': '104941', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:09', 'ltime': '10:30:16', 'code': 'A', 'number': '104944', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:09', 'ltime': '10:30:16', 'code': 'A', 'number': '104944', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:10', 'ltime': '10:30:16', 'code': 'A', 'number': '104949', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:10', 'ltime': '10:30:16', 'code': 'A', 'number': '104949', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:11', 'ltime': '10:30:16', 'code': 'A', 'number': '104957', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:11', 'ltime': '10:30:16', 'code': 'A', 'number': '104957', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:12', 'ltime': '10:30:16', 'code': 'A', 'number': '104966', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:12', 'ltime': '10:30:16', 'code': 'A', 'number': '104966', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:13', 'ltime': '10:30:16', 'code': 'A', 'number': '104970', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:13', 'ltime': '10:30:16', 'code': 'A', 'number': '104970', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:14', 'ltime': '10:30:16', 'code': 'A', 'number': '104978', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:14', 'ltime': '10:30:16', 'code': 'A', 'number': '104978', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:15', 'ltime': '10:30:16', 'code': 'A', 'number': '104980', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:15', 'ltime': '10:30:16', 'code': 'A', 'number': '104980', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:16', 'ltime': '10:30:16', 'code': 'A', 'number': '104985', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:16', 'ltime': '10:30:16', 'code': 'A', 'number': '104985', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:17', 'ltime': '10:30:16', 'code': 'A', 'number': '104992', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:17', 'ltime': '10:30:16', 'code': 'A', 'number': '104992', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:18', 'ltime': '10:30:16', 'code': 'A', 'number': '104994', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:18', 'ltime': '10:30:16', 'code': 'A', 'number': '104994', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:19', 'ltime': '10:30:16', 'code': 'A', 'number': '105003', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:19', 'ltime': '10:30:16', 'code': 'A', 'number': '105003', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:20', 'ltime': '10:30:16', 'code': 'A', 'number': '105011', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:20', 'ltime': '10:30:16', 'code': 'A', 'number': '105011', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:21', 'ltime': '10:30:16', 'code': 'A', 'number': '105020', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:21', 'ltime': '10:30:16', 'code': 'A', 'number': '105020', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:22', 'ltime': '10:30:16', 'code': 'A', 'number': '105025', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:22', 'ltime': '10:30:16', 'code': 'A', 'number': '105025', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:23', 'ltime': '10:30:16', 'code': 'A', 'number': '105034', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:23', 'ltime': '10:30:16', 'code': 'A', 'number': '105034', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:24', 'ltime': '10:30:16', 'code': 'A', 'number': '105037', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:24', 'ltime': '10:30:16', 'code': 'A', 'number': '105037', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:25', 'ltime': '10:30:16', 'code': 'A', 'number': '105042', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:25', 'ltime': '10:30:16', 'code': 'A', 'number': '105042', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:26', 'ltime': '10:30:16', 'code': 'A', 'number': '105046', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:26', 'ltime': '10:30:16', 'code': 'A', 'number': '105046', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:27', 'ltime': '10:30:16', 'code': 'A', 'number': '105052', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:27', 'ltime': '10:30:16', 'code': 'A', 'number': '105052', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:28', 'ltime': '10:30:16', 'code': 'A', 'number': '105055', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:28', 'ltime': '10:30:16', 'code': 'A', 'number': '105055', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:29', 'ltime': '10:30:16', 'code': 'A', 'number': '105065', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:29', 'ltime': '10:30:16', 'code': 'A', 'number': '105065', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:30', 'ltime': '10:30:16', 'code': 'A', 'number': '105069', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:30', 'ltime': '10:30:16', 'code': 'A', 'number': '105069', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:31', 'ltime': '10:30:16', 'code': 'A', 'number': '105075', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:31', 'ltime': '10:30:16', 'code': 'A', 'number': '105075', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:32', 'ltime': '10:30:16', 'code': 'A', 'number': '105078', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:32', 'ltime': '10:30:16', 'code': 'A', 'number': '105078', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:33', 'ltime': '10:30:16', 'code': 'A', 'number': '105086', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:33', 'ltime': '10:30:16', 'code': 'A', 'number': '105086', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:34', 'ltime': '10:30:16', 'code': 'A', 'number': '105094', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:34', 'ltime': '10:30:16', 'code': 'A', 'number': '105094', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:35', 'ltime': '10:30:16', 'code': 'A', 'number': '105102', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:35', 'ltime': '10:30:16', 'code': 'A', 'number': '105102', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:36', 'ltime': '10:30:16', 'code': 'A', 'number': '105107', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:36', 'ltime': '10:30:16', 'code': 'A', 'number': '105107', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:37', 'ltime': '10:30:16', 'code': 'A', 'number': '105112', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:37', 'ltime': '10:30:16', 'code': 'A', 'number': '105112', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:38', 'ltime': '10:30:16', 'code': 'A', 'number': '105116', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:38', 'ltime': '10:30:16', 'code': 'A', 'number': '105116', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:39', 'ltime': '10:30:16', 'code': 'A', 'number': '105125', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:39', 'ltime': '10:30:16', 'code': 'A', 'number': '105125', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:40', 'ltime': '10:30:16', 'code': 'A', 'number': '105129', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:40', 'ltime': '10:30:16', 'code': 'A', 'number': '105129', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:41', 'ltime': '10:30:16', 'code': 'A', 'number': '105137', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:41', 'ltime': '10:30:16', 'code': 'A', 'number': '105137', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:42', 'ltime': '10:30:16', 'code': 'A', 'number': '105143', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:42', 'ltime': '10:30:16', 'code': 'A', 'number': '105143', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:43', 'ltime': '10:30:16', 'code': 'A', 'number': '105148', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:43', 'ltime': '10:30:16', 'code': 'A', 'number': '105148', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:44', 'ltime': '10:30:16', 'code': 'A', 'number': '105154', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:44', 'ltime': '10:30:16', 'code': 'A', 'number': '105154', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:45', 'ltime': '10:30:16', 'code': 'A', 'number': '105159', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:45', 'ltime': '10:30:16', 'code': 'A', 'number': '105159', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:46', 'ltime': '10:30:16', 'code': 'A', 'number': '105164', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:46', 'ltime': '10:30:16', 'code': 'A', 'number': '105164', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:47', 'ltime': '10:30:16', 'code': 'A', 'number': '105171', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:47', 'ltime': '10:30:16', 'code': 'A', 'number': '105171', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:48', 'ltime': '10:30:16', 'code': 'A', 'number': '105177', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:48', 'ltime': '10:30:16', 'code': 'A', 'number': '105177', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:49', 'ltime': '10:30:16', 'code': 'A', 'number': '105181', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:49', 'ltime': '10:30:16', 'code': 'A', 'number': '105181', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:50', 'ltime': '10:30:16', 'code': 'A', 'number': '105184', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:50', 'ltime': '10:30:16', 'code': 'A', 'number': '105184', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:51', 'ltime': '10:30:16', 'code': 'A', 'number': '105186', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:51', 'ltime': '10:30:16', 'code': 'A', 'number': '105186', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:52', 'ltime': '10:30:16', 'code': 'A', 'number': '105191', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:52', 'ltime': '10:30:16', 'code': 'A', 'number': '105191', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:53', 'ltime': '10:30:16', 'code': 'A', 'number': '105195', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:53', 'ltime': '10:30:16', 'code': 'A', 'number': '105195', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:54', 'ltime': '10:30:16', 'code': 'A', 'number': '105201', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:55', 'ltime': '10:30:16', 'code': 'A', 'number': '105209', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:56', 'ltime': '10:30:16', 'code': 'A', 'number': '105211', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:57', 'ltime': '10:30:16', 'code': 'A', 'number': '105218', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:58', 'ltime': '10:30:16', 'code': 'A', 'number': '105224', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:58:59', 'ltime': '10:30:16', 'code': 'A', 'number': '105228', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:00', 'ltime': '10:30:16', 'code': 'A', 'number': '105235', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:01', 'ltime': '10:30:16', 'code': 'A', 'number': '105241', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:02', 'ltime': '10:30:16', 'code': 'A', 'number': '105248', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:03', 'ltime': '10:30:16', 'code': 'A', 'number': '105251', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:04', 'ltime': '10:30:16', 'code': 'A', 'number': '105256', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:05', 'ltime': '10:30:16', 'code': 'A', 'number': '105259', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:06', 'ltime': '10:30:16', 'code': 'A', 'number': '105264', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:07', 'ltime': '10:30:16', 'code': 'A', 'number': '105272', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:08', 'ltime': '10:30:16', 'code': 'A', 'number': '105274', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:09', 'ltime': '10:30:16', 'code': 'A', 'number': '105279', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:10', 'ltime': '10:30:16', 'code': 'A', 'number': '105286', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:59:11', 'ltime': '10:30:16', 'code': 'A', 'number': '105291', 'price': '72600', 'bidinfo': '上半场'}
