{'price': '100', 'code': 'A', 'systime': '10:30:00', 'bidinfo': '上半场', 'ltime': '无', 'number': '0'}
{'price': '72600', 'code': 'A', 'systime': '10:55:00', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93836'}
{'price': '72600', 'code': 'A', 'systime': '10:55:01', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93840'}
{'price': '72600', 'code': 'A', 'systime': '10:55:01', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93840'}
{'price': '72600', 'code': 'A', 'systime': '10:55:02', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93849'}
{'price': '72600', 'code': 'A', 'systime': '10:55:02', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93849'}
{'price': '72600', 'code': 'A', 'systime': '10:55:03', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93853'}
{'price': '72600', 'code': 'A', 'systime': '10:55:03', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93853'}
{'price': '72600', 'code': 'A', 'systime': '10:55:04', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93866'}
{'price': '72600', 'code': 'A', 'systime': '10:55:04', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93866'}
{'price': '72600', 'code': 'A', 'systime': '10:55:05', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93874'}
{'price': '72600', 'code': 'A', 'systime': '10:55:05', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93874'}
{'price': '72600', 'code': 'A', 'systime': '10:55:06', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93884'}
{'price': '72600', 'code': 'A', 'systime': '10:55:06', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93884'}
{'price': '72600', 'code': 'A', 'systime': '10:55:07', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93890'}
{'price': '72600', 'code': 'A', 'systime': '10:55:07', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93890'}
{'price': '72600', 'code': 'A', 'systime': '10:55:08', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93899'}
{'price': '72600', 'code': 'A', 'systime': '10:55:08', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93899'}
{'price': '72600', 'code': 'A', 'systime': '10:55:09', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93909'}
{'price': '72600', 'code': 'A', 'systime': '10:55:09', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93909'}
{'price': '72600', 'code': 'A', 'systime': '10:55:10', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93917'}
{'price': '72600', 'code': 'A', 'systime': '10:55:10', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93917'}
{'price': '72600', 'code': 'A', 'systime': '10:55:11', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93926'}
{'price': '72600', 'code': 'A', 'systime': '10:55:11', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93926'}
{'price': '72600', 'code': 'A', 'systime': '10:55:12', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93933'}
{'price': '72600', 'code': 'A', 'systime': '10:55:12', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93933'}
{'price': '72600', 'code': 'A', 'systime': '10:55:13', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93946'}
{'price': '72600', 'code': 'A', 'systime': '10:55:13', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93946'}
{'price': '72600', 'code': 'A', 'systime': '10:55:14', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93950'}
{'price': '72600', 'code': 'A', 'systime': '10:55:14', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93950'}
{'price': '72600', 'code': 'A', 'systime': '10:55:15', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93960'}
{'price': '72600', 'code': 'A', 'systime': '10:55:15', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93960'}
{'price': '72600', 'code': 'A', 'systime': '10:55:16', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93973'}
{'price': '72600', 'code': 'A', 'systime': '10:55:16', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93973'}
{'price': '72600', 'code': 'A', 'systime': '10:55:17', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93985'}
{'price': '72600', 'code': 'A', 'systime': '10:55:17', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93985'}
{'price': '72600', 'code': 'A', 'systime': '10:55:18', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93993'}
{'price': '72600', 'code': 'A', 'systime': '10:55:18', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93993'}
{'price': '72600', 'code': 'A', 'systime': '10:55:19', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93999'}
{'price': '72600', 'code': 'A', 'systime': '10:55:19', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '93999'}
{'price': '72600', 'code': 'A', 'systime': '10:55:20', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94005'}
{'price': '72600', 'code': 'A', 'systime': '10:55:20', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94005'}
{'price': '72600', 'code': 'A', 'systime': '10:55:21', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94011'}
{'price': '72600', 'code': 'A', 'systime': '10:55:21', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94011'}
{'price': '72600', 'code': 'A', 'systime': '10:55:22', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94018'}
{'price': '72600', 'code': 'A', 'systime': '10:55:22', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94018'}
{'price': '72600', 'code': 'A', 'systime': '10:55:23', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94032'}
{'price': '72600', 'code': 'A', 'systime': '10:55:23', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94032'}
{'price': '72600', 'code': 'A', 'systime': '10:55:24', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94041'}
{'price': '72600', 'code': 'A', 'systime': '10:55:24', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94041'}
{'price': '72600', 'code': 'A', 'systime': '10:55:25', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94044'}
{'price': '72600', 'code': 'A', 'systime': '10:55:25', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94044'}
{'price': '72600', 'code': 'A', 'systime': '10:55:26', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94050'}
{'price': '72600', 'code': 'A', 'systime': '10:55:26', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94050'}
{'price': '72600', 'code': 'A', 'systime': '10:55:27', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94061'}
{'price': '72600', 'code': 'A', 'systime': '10:55:27', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94061'}
{'price': '72600', 'code': 'A', 'systime': '10:55:28', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94067'}
{'price': '72600', 'code': 'A', 'systime': '10:55:28', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94067'}
{'price': '72600', 'code': 'A', 'systime': '10:55:29', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94080'}
{'price': '72600', 'code': 'A', 'systime': '10:55:30', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94091'}
{'price': '72600', 'code': 'A', 'systime': '10:55:30', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94091'}
{'price': '72600', 'code': 'A', 'systime': '10:55:31', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94094'}
{'price': '72600', 'code': 'A', 'systime': '10:55:31', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94094'}
{'price': '72600', 'code': 'A', 'systime': '10:55:32', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94104'}
{'price': '72600', 'code': 'A', 'systime': '10:55:32', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94104'}
{'price': '72600', 'code': 'A', 'systime': '10:55:33', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94109'}
{'price': '72600', 'code': 'A', 'systime': '10:55:33', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94109'}
{'price': '72600', 'code': 'A', 'systime': '10:55:34', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94113'}
{'price': '72600', 'code': 'A', 'systime': '10:55:34', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94113'}
{'price': '72600', 'code': 'A', 'systime': '10:55:35', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94118'}
{'price': '72600', 'code': 'A', 'systime': '10:55:35', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94118'}
{'price': '72600', 'code': 'A', 'systime': '10:55:36', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94124'}
{'price': '72600', 'code': 'A', 'systime': '10:55:36', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94124'}
{'price': '72600', 'code': 'A', 'systime': '10:55:37', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94128'}
{'price': '72600', 'code': 'A', 'systime': '10:55:37', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94128'}
{'price': '72600', 'code': 'A', 'systime': '10:55:38', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94132'}
{'price': '72600', 'code': 'A', 'systime': '10:55:38', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94132'}
{'price': '72600', 'code': 'A', 'systime': '10:55:39', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94139'}
{'price': '72600', 'code': 'A', 'systime': '10:55:39', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94139'}
{'price': '72600', 'code': 'A', 'systime': '10:55:40', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94145'}
{'price': '72600', 'code': 'A', 'systime': '10:55:40', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94145'}
{'price': '72600', 'code': 'A', 'systime': '10:55:41', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94146'}
{'price': '72600', 'code': 'A', 'systime': '10:55:41', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94146'}
{'price': '72600', 'code': 'A', 'systime': '10:55:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94153'}
{'price': '72600', 'code': 'A', 'systime': '10:55:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94153'}
{'price': '72600', 'code': 'A', 'systime': '10:55:43', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94162'}
{'price': '72600', 'code': 'A', 'systime': '10:55:43', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94162'}
{'price': '72600', 'code': 'A', 'systime': '10:55:44', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94172'}
{'price': '72600', 'code': 'A', 'systime': '10:55:44', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94172'}
{'price': '72600', 'code': 'A', 'systime': '10:55:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94176'}
{'price': '72600', 'code': 'A', 'systime': '10:55:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94176'}
{'price': '72600', 'code': 'A', 'systime': '10:55:46', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94184'}
{'price': '72600', 'code': 'A', 'systime': '10:55:46', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94184'}
{'price': '72600', 'code': 'A', 'systime': '10:55:47', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94193'}
{'price': '72600', 'code': 'A', 'systime': '10:55:47', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94193'}
{'price': '72600', 'code': 'A', 'systime': '10:55:48', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94203'}
{'price': '72600', 'code': 'A', 'systime': '10:55:48', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94203'}
{'price': '72600', 'code': 'A', 'systime': '10:55:49', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94210'}
{'price': '72600', 'code': 'A', 'systime': '10:55:50', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94219'}
{'price': '72600', 'code': 'A', 'systime': '10:55:50', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94219'}
{'price': '72600', 'code': 'A', 'systime': '10:55:51', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94223'}
{'price': '72600', 'code': 'A', 'systime': '10:55:51', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94223'}
{'price': '72600', 'code': 'A', 'systime': '10:55:52', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94229'}
{'price': '72600', 'code': 'A', 'systime': '10:55:52', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94229'}
{'price': '72600', 'code': 'A', 'systime': '10:55:53', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94233'}
{'price': '72600', 'code': 'A', 'systime': '10:55:53', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94233'}
{'price': '72600', 'code': 'A', 'systime': '10:55:54', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94237'}
{'price': '72600', 'code': 'A', 'systime': '10:55:54', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94237'}
{'price': '72600', 'code': 'A', 'systime': '10:55:55', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94245'}
{'price': '72600', 'code': 'A', 'systime': '10:55:55', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94245'}
{'price': '72600', 'code': 'A', 'systime': '10:55:56', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94249'}
{'price': '72600', 'code': 'A', 'systime': '10:55:56', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94249'}
{'price': '72600', 'code': 'A', 'systime': '10:55:57', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94259'}
{'price': '72600', 'code': 'A', 'systime': '10:55:57', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94259'}
{'price': '72600', 'code': 'A', 'systime': '10:55:58', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94265'}
{'price': '72600', 'code': 'A', 'systime': '10:55:58', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94265'}
{'price': '72600', 'code': 'A', 'systime': '10:55:59', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94269'}
{'price': '72600', 'code': 'A', 'systime': '10:55:59', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94269'}
{'price': '72600', 'code': 'A', 'systime': '10:56:00', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94274'}
{'price': '72600', 'code': 'A', 'systime': '10:56:00', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94274'}
{'price': '72600', 'code': 'A', 'systime': '10:56:01', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94285'}
{'price': '72600', 'code': 'A', 'systime': '10:56:01', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94285'}
{'price': '72600', 'code': 'A', 'systime': '10:56:02', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94290'}
{'price': '72600', 'code': 'A', 'systime': '10:56:02', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94290'}
{'price': '72600', 'code': 'A', 'systime': '10:56:03', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94298'}
{'price': '72600', 'code': 'A', 'systime': '10:56:03', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94298'}
{'price': '72600', 'code': 'A', 'systime': '10:56:04', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94307'}
{'price': '72600', 'code': 'A', 'systime': '10:56:04', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94307'}
{'price': '72600', 'code': 'A', 'systime': '10:56:05', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94317'}
{'price': '72600', 'code': 'A', 'systime': '10:56:05', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94317'}
{'price': '72600', 'code': 'A', 'systime': '10:56:06', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94322'}
{'price': '72600', 'code': 'A', 'systime': '10:56:06', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94322'}
{'price': '72600', 'code': 'A', 'systime': '10:56:07', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94331'}
{'price': '72600', 'code': 'A', 'systime': '10:56:07', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94331'}
{'price': '72600', 'code': 'A', 'systime': '10:56:08', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94339'}
{'price': '72600', 'code': 'A', 'systime': '10:56:08', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94339'}
{'price': '72600', 'code': 'A', 'systime': '10:56:09', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94348'}
{'price': '72600', 'code': 'A', 'systime': '10:56:09', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94348'}
{'price': '72600', 'code': 'A', 'systime': '10:56:10', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94355'}
{'price': '72600', 'code': 'A', 'systime': '10:56:10', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94355'}
{'price': '72600', 'code': 'A', 'systime': '10:56:11', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94362'}
{'price': '72600', 'code': 'A', 'systime': '10:56:11', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94362'}
{'price': '72600', 'code': 'A', 'systime': '10:56:12', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94364'}
{'price': '72600', 'code': 'A', 'systime': '10:56:12', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94364'}
{'price': '72600', 'code': 'A', 'systime': '10:56:13', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94373'}
{'price': '72600', 'code': 'A', 'systime': '10:56:13', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94373'}
{'price': '72600', 'code': 'A', 'systime': '10:56:14', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94380'}
{'price': '72600', 'code': 'A', 'systime': '10:56:14', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94380'}
{'price': '72600', 'code': 'A', 'systime': '10:56:15', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94390'}
{'price': '72600', 'code': 'A', 'systime': '10:56:15', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94390'}
{'price': '72600', 'code': 'A', 'systime': '10:56:16', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94393'}
{'price': '72600', 'code': 'A', 'systime': '10:56:16', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94393'}
{'price': '72600', 'code': 'A', 'systime': '10:56:17', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94397'}
{'price': '72600', 'code': 'A', 'systime': '10:56:17', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94397'}
{'price': '72600', 'code': 'A', 'systime': '10:56:18', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94402'}
{'price': '72600', 'code': 'A', 'systime': '10:56:18', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94402'}
{'price': '72600', 'code': 'A', 'systime': '10:56:19', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94409'}
{'price': '72600', 'code': 'A', 'systime': '10:56:19', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94409'}
{'price': '72600', 'code': 'A', 'systime': '10:56:20', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94418'}
{'price': '72600', 'code': 'A', 'systime': '10:56:20', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94418'}
{'price': '72600', 'code': 'A', 'systime': '10:56:21', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94426'}
{'price': '72600', 'code': 'A', 'systime': '10:56:21', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94426'}
{'price': '72600', 'code': 'A', 'systime': '10:56:22', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94437'}
{'price': '72600', 'code': 'A', 'systime': '10:56:22', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94437'}
{'price': '72600', 'code': 'A', 'systime': '10:56:23', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94446'}
{'price': '72600', 'code': 'A', 'systime': '10:56:23', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94446'}
{'price': '72600', 'code': 'A', 'systime': '10:56:24', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94454'}
{'price': '72600', 'code': 'A', 'systime': '10:56:25', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94459'}
{'price': '72600', 'code': 'A', 'systime': '10:56:25', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94459'}
{'price': '72600', 'code': 'A', 'systime': '10:56:26', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94464'}
{'price': '72600', 'code': 'A', 'systime': '10:56:26', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94464'}
{'price': '72600', 'code': 'A', 'systime': '10:56:27', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94475'}
{'price': '72600', 'code': 'A', 'systime': '10:56:27', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94475'}
{'price': '72600', 'code': 'A', 'systime': '10:56:28', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94490'}
{'price': '72600', 'code': 'A', 'systime': '10:56:28', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94490'}
{'price': '72600', 'code': 'A', 'systime': '10:56:29', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94495'}
{'price': '72600', 'code': 'A', 'systime': '10:56:29', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94495'}
{'price': '72600', 'code': 'A', 'systime': '10:56:30', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94502'}
{'price': '72600', 'code': 'A', 'systime': '10:56:30', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94502'}
{'price': '72600', 'code': 'A', 'systime': '10:56:31', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94510'}
{'price': '72600', 'code': 'A', 'systime': '10:56:31', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94510'}
{'price': '72600', 'code': 'A', 'systime': '10:56:32', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94518'}
{'price': '72600', 'code': 'A', 'systime': '10:56:32', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94518'}
{'price': '72600', 'code': 'A', 'systime': '10:56:33', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94521'}
{'price': '72600', 'code': 'A', 'systime': '10:56:33', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94521'}
{'price': '72600', 'code': 'A', 'systime': '10:56:34', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94530'}
{'price': '72600', 'code': 'A', 'systime': '10:56:34', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94530'}
{'price': '72600', 'code': 'A', 'systime': '10:56:35', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94540'}
{'price': '72600', 'code': 'A', 'systime': '10:56:35', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94540'}
{'price': '72600', 'code': 'A', 'systime': '10:56:36', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94549'}
{'price': '72600', 'code': 'A', 'systime': '10:56:36', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94549'}
{'price': '72600', 'code': 'A', 'systime': '10:56:37', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94551'}
{'price': '72600', 'code': 'A', 'systime': '10:56:37', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94551'}
{'price': '72600', 'code': 'A', 'systime': '10:56:38', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94555'}
{'price': '72600', 'code': 'A', 'systime': '10:56:38', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94555'}
{'price': '72600', 'code': 'A', 'systime': '10:56:39', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94561'}
{'price': '72600', 'code': 'A', 'systime': '10:56:39', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94561'}
{'price': '72600', 'code': 'A', 'systime': '10:56:40', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94565'}
{'price': '72600', 'code': 'A', 'systime': '10:56:40', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94565'}
{'price': '72600', 'code': 'A', 'systime': '10:56:41', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94574'}
{'price': '72600', 'code': 'A', 'systime': '10:56:41', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94574'}
{'price': '72600', 'code': 'A', 'systime': '10:56:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94577'}
{'price': '72600', 'code': 'A', 'systime': '10:56:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94577'}
{'price': '72600', 'code': 'A', 'systime': '10:56:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94577'}
{'price': '72600', 'code': 'A', 'systime': '10:56:43', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94584'}
{'price': '72600', 'code': 'A', 'systime': '10:56:43', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94584'}
{'price': '72600', 'code': 'A', 'systime': '10:56:44', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94591'}
{'price': '72600', 'code': 'A', 'systime': '10:56:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94593'}
{'price': '72600', 'code': 'A', 'systime': '10:56:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94593'}
{'price': '72600', 'code': 'A', 'systime': '10:56:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94593'}
{'price': '72600', 'code': 'A', 'systime': '10:56:46', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94596'}
{'price': '72600', 'code': 'A', 'systime': '10:56:46', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94596'}
{'price': '72600', 'code': 'A', 'systime': '10:56:47', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94601'}
{'price': '72600', 'code': 'A', 'systime': '10:56:48', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94606'}
{'price': '72600', 'code': 'A', 'systime': '10:56:48', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94606'}
{'price': '72600', 'code': 'A', 'systime': '10:56:49', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94611'}
{'price': '72600', 'code': 'A', 'systime': '10:56:49', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94611'}
{'price': '72600', 'code': 'A', 'systime': '10:56:49', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '94611'}
