{'price': '100', 'systime': '10:30:00', 'code': 'A', 'number': '0', 'ltime': '无', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:37', 'code': 'A', 'number': '122107', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:37', 'code': 'A', 'number': '122107', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:38', 'code': 'A', 'number': '122111', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:38', 'code': 'A', 'number': '122111', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:39', 'code': 'A', 'number': '122119', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:39', 'code': 'A', 'number': '122119', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:40', 'code': 'A', 'number': '122122', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:40', 'code': 'A', 'number': '122122', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:41', 'code': 'A', 'number': '122129', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:41', 'code': 'A', 'number': '122129', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:42', 'code': 'A', 'number': '122133', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:42', 'code': 'A', 'number': '122133', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:43', 'code': 'A', 'number': '122138', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:43', 'code': 'A', 'number': '122138', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:44', 'code': 'A', 'number': '122144', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:44', 'code': 'A', 'number': '122144', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:45', 'code': 'A', 'number': '122150', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:45', 'code': 'A', 'number': '122150', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:46', 'code': 'A', 'number': '122156', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:46', 'code': 'A', 'number': '122156', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:47', 'code': 'A', 'number': '122161', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:47', 'code': 'A', 'number': '122161', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:48', 'code': 'A', 'number': '122166', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:48', 'code': 'A', 'number': '122166', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:49', 'code': 'A', 'number': '122169', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:49', 'code': 'A', 'number': '122169', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:50', 'code': 'A', 'number': '122175', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:50', 'code': 'A', 'number': '122175', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:51', 'code': 'A', 'number': '122179', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:51', 'code': 'A', 'number': '122179', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:52', 'code': 'A', 'number': '122181', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:52', 'code': 'A', 'number': '122181', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:53', 'code': 'A', 'number': '122185', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:53', 'code': 'A', 'number': '122185', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:54', 'code': 'A', 'number': '122189', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:54', 'code': 'A', 'number': '122189', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:55', 'code': 'A', 'number': '122195', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:55', 'code': 'A', 'number': '122195', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:56', 'code': 'A', 'number': '122202', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:56', 'code': 'A', 'number': '122202', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:57', 'code': 'A', 'number': '122207', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:57', 'code': 'A', 'number': '122207', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:58', 'code': 'A', 'number': '122211', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:58', 'code': 'A', 'number': '122211', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:59', 'code': 'A', 'number': '122215', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:59', 'code': 'A', 'number': '122215', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '11:00:00', 'code': 'A', 'number': '122219', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:59:59', 'code': 'A', 'number': '122215', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:01', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:01', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:02', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:02', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:03', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:03', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:04', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:04', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:05', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:05', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:06', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:06', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:07', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:07', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:08', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:08', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:09', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:09', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:10', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:10', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:11', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:11', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:12', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:12', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:13', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:13', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:14', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:14', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:15', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:15', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:16', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:16', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:17', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:17', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:18', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:18', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:19', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:19', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:20', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:20', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:21', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:21', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:22', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:22', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:23', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:23', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:24', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:24', 'code': 'B', 'ltime': '10:30:12', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:25', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:25', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:26', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:26', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:27', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:27', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:28', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:28', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:29', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:29', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:30', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:30', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:31', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:31', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:31', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:32', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:33', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:33', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:34', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:34', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:35', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:35', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:36', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:36', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:37', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:37', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:38', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:38', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:39', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:39', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:40', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:40', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:41', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:41', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:42', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:42', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:43', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:43', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:44', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:44', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:45', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:45', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:46', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:46', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:47', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:47', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:48', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:48', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:49', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:50', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:50', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:51', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:51', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:52', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:52', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:53', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:53', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:54', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:54', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:55', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:55', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:56', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:56', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:57', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:58', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:58', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:59', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:00:59', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:00', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:00', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:01', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:01', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:02', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:02', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:03', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:03', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:04', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:04', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:05', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:05', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:06', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:06', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:07', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:07', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:08', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:08', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:09', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:09', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:10', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:11', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:11', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:12', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:12', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:13', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:13', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:14', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:14', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:15', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:15', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:16', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:16', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:17', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:17', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:18', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:18', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:19', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:19', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:20', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:20', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:21', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:21', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:22', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:22', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:23', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:23', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:01:24', 'code': 'B', 'ltime': '10:30:11', 'bidinfo': '下半场'}
